id_solicitacao,assunto,tipo_solicitacao,cliente,categoria,subcategoria,produto,equipe_solicitante,equipe_proprietaria,status,dt_criacao,dt_fechamento,prazo_resolucao,priorizacao,severidade,descrição,subproduto,conclusao,pontos_de_melhoria
269350,AFRESP | DEMONSTRATIVOS REJEITADOS,Incidente,AFRESP,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/22/2021 09:15,01/22/2021 10:00,27/01/2021 09:15,0,3,DIAGNÓSTICO : Reprocessamento de demonstrativos.\r\n \r\nAÇÃO: Demonstrativos reprocessados na pasta da operadora.\r\n \r\nCAUSA: Cadastro SGO corrigido.,FATURE PREMIUM - DEMONSTRATIVOS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269361,Re: [SIAD] Relatório Diário de Erros - ORIZON - 21/01/2021,Requisição de Serviço,BRADESCO,Análise de Envio de Imagens,Reenvio de Imagens,FATURE IMAGEM,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/22/2021 10:15,01/26/2021 17:30,27/01/2021 10:15,0,3,"Conforme conversado via CHAT.\r\n \r\nIdentificamos problemas no processo novo da NUVEO que já foi corrigido pela Equipe de DEV.\r\n \r\nPorém, os lotes já processados que apresentarem erros no Bradesco, devem ser tratados da seguinte forma:\r\n \r\n \r\n1 - Solicitar que o Bradesco Apague do SIAD os lotes desta",FATURE IMAGEM - ENVIO DE IMAGENS,TRATATIVA MIDDLEWARE,0
269374,VISUALIZAÇÃO DE LOTES ENCAMINHADOS NO PORTAL| 60552098000111,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,01/22/2021 10:56,01/27/2021 09:50,27/01/2021 10:56,0,3,"DIAGNÓSTICO: Impossibilidade de reproduzir o erro.\r\n \r\nAÇÃO: Nenhuma.\r\n \r\nCAUSA: Não há arquivo anexo, nem número de lote para análise.",FATURE - PORTAL,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269390,Lotes digitalização,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,BPO,BPO,Suporte Aplicação (Middleware),Fechado,01/22/2021 14:00,02/01/2021 11:53,27/01/2021 14:00,0,3,"DIAGNÓSTICO: Situação normalizada.\r\n \r\nAÇÃO: Em contato com a solicitante, recebemos a informação de que a situação foi normalizada.\r\n \r\nCAUSA: Não houve intervenção.",BPO - BRADESCO,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269402,Crítica 10017 - Fature,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,01/22/2021 15:07,01/26/2021 08:11,27/01/2021 15:07,0,3,"DIAGNÓSTICO: Erro de estriutura do xml.\r\n \r\nAÇÃO: Conforme análise, o arquivo precisa ser ajustado na TAG abaixo:\r\nThe 'numeroConselhoProfissional' element is invalid - The value '' is invalid according to its datatype 'st_texto15' - The actual length is less than the MinLength value.\r\n \r\nCAUSA: Arq",FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269449,MEDISERVICE | Alteração não sendo salva no SGO,Incidente,MEDISERVICE,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/22/2021 17:01,01/27/2021 11:02,27/01/2021 17:01,0,3,"DIAGNÓSTICO: Sistema OK.\r\n \r\nAÇÃO:\r\nNenhuma.\r\n \r\nCAUSA:\r\nSistema foi desenvolvido, testado e homologado sem refletir as alterações gravadas em banco, ou seja, ele realmente salva a alteração que fez, mas não exibe quando clica em editar.\r\n \r\nLembramos também que, o SGO só funciona corretamente no In",FATURE - SGO,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269481,Lentidão Analise - SADT,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,ANALISE,BPO,Suporte Aplicação (Middleware),Fechado,01/23/2021 08:39,01/29/2021 09:08,17/02/2021 14:34,0,3,"Prezados, boa tarde!\r\n \r\nEm contato com a equipe responsável, não foram identificadas anormalidades na solução/serviços.\r\nSolicitamos, caso necessário acionamento do CCO.\r\n \r\nAtt,",ANALISE - CONECTIVIDADE,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269520,Analise- botao de proxima guia,Incidente,ORIZON,Ocorrência,Falha Sistêmica,ANALISE,BPO,Suporte Aplicação (Middleware),Fechado,01/25/2021 09:55,01/25/2021 14:49,29/01/2021 13:16,0,3,"DIAGNÓSTICO\AÇÃO: Erros de conexão junto ao REDIS, durante o final de semana.\r\nSistema Normalizado.",ANALISE -  FUNCIONALIDADES DO PRODUTO,AJUSTE DEV,0
269554,Analise - Caixa de minhas guias pendentes,Incidente,ORIZON,Ocorrência,Divergência de Funcionalidade,ANALISE,BPO,Suporte Aplicação (Middleware),Fechado,01/26/2021 06:55,01/27/2021 08:31,29/01/2021 08:00,0,3,"DIAGNÓSTICO: Caixa de Guias não foi carregada.\r\n \r\nAÇÃO:\r\nNenhuma.\r\n \r\nCAUSA:\r\nTime out na conexão com REDIS, por isso as informações não foram carregadas no sistema.\r\nOperação ocorreu normalmente no dia seguinte.",ANALISE -  FUNCIONALIDADES DO PRODUTO,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269571,AFRESP | Demonstrativos Aguardando Processamento,Incidente,AFRESP,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/26/2021 08:55,01/28/2021 08:54,29/01/2021 08:55,0,3,"DIAGNÓSTICO: Arquivos processados, porém encaminhados para a pasta ERRO.\r\n \r\nAÇÃO: Serviço reiniciado pela equipe de BigData e arquivo reprocessado.\r\n \r\nCAUSA: HDFS apontando para ALTEA01, quando deveria estar apontando para o ALTEA02.",FATURE PREMIUM - DEMONSTRATIVOS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269588,Lentidão e Erro OCR,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,BPO,BPO,Suporte Aplicação (Middleware),Fechado,01/26/2021 09:31,02/01/2021 11:14,29/01/2021 09:31,0,3,"DIAGNÓSTICO: Situação normalizada.\r\n \r\nAÇÃO: Conforme contato com a solicitante, recebemos a informação de que a situação foi normalizada.\r\n \r\nCAUSA: Não houve intervenções.",BPO - BRADESCO,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269611,Re: [SIAD] Relatório Diário de Erros - ORIZON - 25/01/2021,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE IMAGEM,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/26/2021 10:17,01/26/2021 18:17,29/01/2021 10:17,0,3,DIAGNÓSTICO: Informações enviadas ao SIAD faltando o número da Guia.\r\n \r\nAÇÃO: Nenhuma.\r\n \r\nCAUSA:\r\nProjeto Piloto Nuveo.\r\nSistema apresentou instabilidade no reconhecimento das imagens e por isso informações foram geradas incorretamente.\r\n \r\nNecessário ser efetuado pela Equipe Operacional.\r\n1 - Sol,FATURE IMAGEM - ENVIO DE IMAGENS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269643,Falha no upload - Plataforma de Aviso de Sinistro,Incidente,BRADESCO,Ocorrência,Falha Sistêmica,BPO,BPO,Suporte Aplicação (Middleware),Fechado,01/26/2021 11:14,01/26/2021 11:36,29/01/2021 11:14,0,3,DIAGNÓSTICO: Falha no Upload ao anexar o documento no portal de sinistro.\r\n \r\nAÇÃO: Contato realizado com P.O. do produto e informado que existem duas Estórias em andamento.\r\nUm estudo (já realizado #30166) e a parte de desenvolvimento (a fazer #31433).\r\nSugerimos acompanhar a publicação no e-mail d,BPO - PLATAFORMA DE SINISTRO,AJUSTE DEV,0
269645,Fwd: Lote em analise - Recurso de glosa,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,BPO,Suporte Aplicação (Middleware),Fechado,01/26/2021 11:19,02/12/2021 16:57,29/01/2021 11:19,0,3,"DIAGNÓSTICO: Falha no processamento dos lotes.\r\n \r\nAÇÃO:\r\nAberto Octane31398\r\nDefeito Octane 31398, publicado em 11/02 - GMUD 13737 \r\n \r\nOctane publicado com sucesso. Favor verificar.\r\n \r\nCAUSA:\r\nNão identificada.",FATURE PREMIUM - RECURSO DE GLOSA,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269655,Fwd: localizar lote-mediservice,Incidente,MEDISERVICE,Ocorrência,Divergência de Funcionalidade,FATURE,BPO,Suporte Aplicação (Middleware),Fechado,01/26/2021 11:46,01/26/2021 15:55,29/01/2021 11:46,0,3,DIAGNÓSTICO: Lotes localizados no portal.\r\n \r\nAÇÃO: Simulação realizada em ambiente de produção e não identificadas anormalidades.\r\n \r\nCAUSA: Não identificamos anormalidades.,FATURE - PORTAL,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269714,Arquivos de produção,Requisição de Serviço,ORIZON,Solicitação de Informação,Solicitação de XML (Envio/Roteamento),FATURE,QA/DEV,Suporte Aplicação (Middleware),Fechado,01/26/2021 15:09,01/26/2021 15:26,01/02/2021 10:16,0,3,Finalizado a cópia dos arquivos para \\orzfileserver\Arquitetura\Arquivos Fature\r\n \r\nCopiados 47.066 arquivos,FATURE - CONSULTADB/LOGS/XML MOTOR DE REGRAS,TRATATIVA MIDDLEWARE,0
269721,CABESP | Fature Premium_ Demonstrativo de Reapresentação de Eventos_Erro no download,Incidente,CABESP,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/26/2021 15:48,01/28/2021 11:16,29/01/2021 15:48,0,3,DIAGNÓSTICO: Visualização de Demonstrativo corrompida no portal.\r\n \r\nAÇÃO: Demonstrativo disponibilizado para o prestador via e-mail.\r\n \r\nCAUSA: Falha sistêmica.,FATURE PREMIUM - DEMONSTRATIVOS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269789,Lentidão no Ocr,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,BPO,BPO,Suporte Aplicação (Middleware),Fechado,01/27/2021 09:39,01/27/2021 10:14,01/02/2021 09:39,0,3,"DIAGNÓSTICO: Situação normalizada.\r\n \r\nAÇÃO: Conforme contato com a solicitante, recebemos a informação de que a situação foi normalizada.\r\n \r\nCAUSA: Não houve intervenções.",BPO - BRADESCO,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269798,"Visualização dos lotes encaminhados, não aparecem como NOVO",Incidente,NOTREDAME,Ocorrência,Divergência de Funcionalidade,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,01/27/2021 10:07,01/27/2021 13:29,01/02/2021 10:07,0,3,"DIAGNÓSTICO\AÇÃO:Analisamos XmL e está OK.\r\nEncaminhamos para o site e apareceu normalmente.\r\nVerificando tabela, identificamos que houve envio de lote que já encontra-se liberado e exportado para a Operadora no mesmo dia após algumas Rejeições.\r\nPeço apresentar o arquivo novamente, caso ainda não t",FATURE - PORTAL,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269818,PRESTADOR NÃO VISUALIZA LOTE NO PORTAL| Hospital SANTA CRUZ| 60552098000111,Incidente,NOTREDAME,Ocorrência,Divergência de Funcionalidade,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,01/27/2021 11:14,01/28/2021 11:13,01/02/2021 11:14,0,3,DIAGNÓSTICO: Arquivo enviado em produção e visualizado normalmente.\r\n \r\nAÇÃO: Orientado sugerir que o prestador realize a limpeza de Coockies e atualização do navegador. \r\n \r\nCAUSA: Sistema Ok.,FATURE - PORTAL,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269820,FALTA DE VISUALIZAÇÃO DE LOTE ENCAMINHADO NO PORTAL,Incidente,ALLIANZ,Ocorrência,Divergência de Funcionalidade,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,01/27/2021 11:17,01/28/2021 10:14,01/02/2021 11:17,0,3,"DIAGNÓSTICO: Arquivo não visualizado no portal.\r\n \r\nAÇÃO: Conforme análise, o arquivo possui quantidade de linhas maior que o suportado pela plataforma, dessa forma sugerimos quebrar o arquivo para que o mesmo possa ser visualizado no portal.\r\n \r\nCAUSA: Arquivo maior que o suportado.",FATURE - PORTAL,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269828,BRADESCO | Aplicação da regra 847 - Faturamento de fisioterapia não autorizado - OMNI 726314,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/27/2021 11:50,01/29/2021 13:52,01/02/2021 11:50,0,3,"DIAGNÓSTICO: Aplicação da regra 847\r\n \r\nAÇÃO: Conforme análise, existem inconsistências no XML:\r\n \r\nCarteira: 952480010530005 -  Não possui transações em 01/2021.\r\nCarteira: 773151000795004 - Quantidade divergente\r\nCarteira: 773151000795038 - Datas divergentes \r\n \r\nCAUSA: Regra aplicada corretamente",FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269944,Lotes não sobem imagens,Incidente,BRADESCO,Ocorrência,Falha Sistêmica,BPO,BPO,Suporte Aplicação (Middleware),Fechado,01/28/2021 10:09,01/29/2021 11:31,02/02/2021 10:09,0,3,"DIAGNÓSTICO: Sistema BPO OK.\r\n \r\nAÇÃO: Nenhuma.\r\n \r\nCAUSA:\r\nVerificamos que todos os lotes, foram digitalizados pelo Scan06.\r\nSolicitamos que efetuasse a tentativa de digitalização através de outros scanners.\r\nLotes digitalizados com sucesso.\r\nSugerimos rever configuração do Scan06",BPO - BRADESCO,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269956,Fwd: erro polimed web- CNPJ,Incidente,ORIZON,Ocorrência,Erro Conhecido,AUTORIZE,BPO,Suporte Aplicação (Middleware),Fechado,01/28/2021 11:13,01/29/2021 10:35,02/02/2021 11:13,0,3,DIAGNÓSTICO :  Impossibilidade de reprodução do erro.\r\n \r\nAÇÃO: Reproduzimos o cenário e não identificamos o erro mencionado.\r\n \r\n \r\n\r\n \r\nCAUSA: Instabilidade momentânea.,AUTORIZE - WEB,TRATATIVA MIDDLEWARE,0
269960,Fwd: Cassi - Problema na liberação da fatura - CNPJ 14017359000267,Incidente,CASSI,Ocorrência,Divergência de Funcionalidade,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,01/28/2021 11:30,01/29/2021 10:26,02/02/2021 11:30,0,3,"DIAGNÓSTICO : Falha de comunicação com o servidor.\r\n \r\nAÇÃO: Realizamos o reenvio do arquivo em ambiente produtivo e as regras foram apresentadas, conforme abaixo.\r\n \r\n1159\r\nGrau não permitido na senha para o procedimento.: [169479] [40314618] [12] :\r\nBloqueio\r\n1\r\n1159\r\nGrau não permitido na senha p",FATURE - CONECTIVIDADE,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269962,recurso de glosa 11 - Recurso não permitido. Tipo de recurso diferente do demonstrado. 21.371.777/0001-32| leforte liberdade,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,01/28/2021 12:05,02/01/2021 11:50,02/02/2021 12:05,0,3,"DIAGNÓSTICO: Aplicação da regra 11 - Tipo de recurso diferente do demonstrado.\r\n \r\nAÇÃO: Conforme análise, o DAC foi disponibilizado por ""Guia Completa"" e o RG está sendo realizado por ""Itens"".\r\n \r\nCAUSA: Divergência de informações.",FATURE PREMIUM - RECURSO DE GLOSA,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
269975,ERRO ELETRONICO SULAMERICA,Incidente,SULAMERICA,Ocorrência,Divergência de Funcionalidade,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,01/28/2021 14:10,01/29/2021 10:53,02/02/2021 14:10,0,3,"DIAGNÓSTICO : Aplicação da regra 384.\r\n \r\nAÇÃO: Conforme análise, a numeração em questão apresenta inconsistência.\r\nPor favor acionar a área de operadoras para confirmar a numeração correta em carga.\r\n \r\n          <ans:dadosBeneficiario>\r\n            <ans:numeroCarteira>51588888470482700019</ans:num",FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270000,PRESTADOR NÃO LOCALIZA LOTE ENCAMINHADO,Incidente,TPA,Ocorrência,Falha Sistêmica,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,01/28/2021 16:26,01/29/2021 15:07,02/02/2021 16:26,0,3,DIAGNÓSTICO: \r\nLotes não estavam sendo exibidos após importado.\r\n \r\nAÇÃO:\r\nAjuestes efetuados no Relacionamento Operadora x ANS através do SGO e com ajuda do DBA.\r\nSistema Normalizado.\r\n \r\nCAUSA:\r\nRelacionamento duplo de ANS com Operadoras 52 e 193,FATURE - SGO,TRATATIVA MIDDLEWARE,0
270045,AFRESP | Demonstrativo Rejeitado,Incidente,AFRESP,Ocorrência,Erro Conhecido,FATURE PREMIUM,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/29/2021 08:54,01/29/2021 10:31,03/02/2021 08:54,0,3,DIAGNÓSTICO: Falha de cadastro.\r\n \r\nAÇÃO: Demonstrativos reprocessados.\r\n \r\nCAUSA: Falha de cadastro SGO.,FATURE PREMIUM - DEMONSTRATIVOS,TRATATIVA MIDDLEWARE,0
270047,CABESP ODONTO | Autorizações em Analise,Incidente,CABESP,Ocorrência,Divergência de Funcionalidade,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/29/2021 09:06,01/29/2021 10:42,03/02/2021 09:06,0,3,"DIAGNÓSTICO: Transações em análise.\r\n \r\nAÇÃO: Conforme análise, foi identificada inconsistência na operadora.\r\nConfirmado com a gestora da conta.\r\n \r\nCAUSA: Inconsistência na operadora.",AUTORIZE - CONECTIVIDADE,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270059,Arquivos xmls,Incidente,TPA,Ocorrência,Falha Sistêmica,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,01/29/2021 11:05,01/29/2021 11:38,03/02/2021 11:05,0,3,DIAGNÓSTICO: Lotes não estavam sendo exibidos após importado.\r\n \r\nAÇÃO:\r\nAjuestes efetuados no Relacionamento Operadora x ANS através do SGO e com ajuda do DBA.\r\n \r\nCAUSA:\r\nRelacionamento duplo de ANS com Operadoras 52 e 193,FATURE - SGO,TRATATIVA MIDDLEWARE,0
270068,Fature | Localizar Lote,Incidente,ORIZON,Ocorrência,Falha Sistêmica,FATURE,BPO,Suporte Aplicação (Middleware),Fechado,01/29/2021 12:37,01/29/2021 15:02,03/02/2021 12:37,0,3,DIAGNÓSTICO: \r\nLotes não estavam sendo exibidos após importado.\r\n \r\nAÇÃO:\r\nAjuestes efetuados no Relacionamento Operadora x ANS através do SGO e com ajuda do DBA.\r\nSistema Normalizado.\r\n \r\nCAUSA:\r\nRelacionamento duplo de ANS com Operadoras 52 e 193,FATURE - SGO,TRATATIVA MIDDLEWARE,0
270069,TAPA | ENVIO DE ARQUIVOS DASA,Incidente,ORIZON,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/29/2021 12:52,01/29/2021 14:59,03/02/2021 12:52,0,3,DIAGNÓSTICO: \r\nLotes não estavam sendo exibidos após importado.\r\n \r\nAÇÃO:\r\nAjuestes efetuados no Relacionamento Operadora x ANS através do SGO e com ajuda do DBA.\r\nSistema Normalizado.\r\n \r\nCAUSA:\r\nRelacionamento duplo de ANS com Operadoras 52 e 193,FATURE - SGO,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270070,CABESP | Monitoramento Fature Premium_ Demonstrativos Não Processados,Incidente,CABESP,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/29/2021 13:11,02/02/2021 11:46,03/02/2021 13:11,0,3,DIAGNÓSTICO: Arquivos na pasta ERRO.\r\n \r\nAÇÃO: Arquivos reprocessdos com sucesso.\r\n \r\nCAUSA: Alteração de máquinas Altea01 para master (Altea02).,FATURE PREMIUM - DEMONSTRATIVOS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270101,BRADESCO | Cancelamento de protocolo OMNI 728719,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,01/29/2021 17:38,02/01/2021 08:10,03/02/2021 17:38,0,3,"DIAGNÓSTICO: Chamado aberto indevidamente.\r\n \r\nAÇÃO: Em contato com a solicitante, confirmamos que o chamado foi aberto incorretamente.\r\n \r\nCAUSA: N/D",EM ANALISE,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270128,Erro ao enviar XML.,Incidente,ORIZON,Ocorrência,Divergência de Funcionalidade,FATURE,ALARMES AUTOMÁTICOS,Suporte Aplicação (Middleware),Fechado,01/30/2021 12:54,02/02/2021 08:51,04/02/2021 08:00,0,3,"DIAGNÓSTICO: Impossibilidade de reproduzir o erro.\r\n \r\nAÇÃO: Foi realizado o envio do arquivo no ambiente de produção e o mesmo foi apresentado normalmente, trazendo as regras a serem corrigidas.\r\nSugerimos solicitar o reenvio para o prestador.\r\n \r\nCAUSA: Possível instabilidade momentânea.\r\n \r\nObser",FATURE - PORTAL,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270130,Erro ao enviar lote -Falha na comunicação com o servidor,Incidente,CASSI,Ocorrência,Divergência de Funcionalidade,FATURE,ALARMES AUTOMÁTICOS,Suporte Aplicação (Middleware),Fechado,01/30/2021 13:49,02/02/2021 09:31,04/02/2021 08:00,0,3,"DIAGNÓSTICO: Impossibilidade de reprodução do erro.\r\n \r\nAÇÃO: Conforme análise, os prestadores mencionados possuem protocolos exportados entre os períodos 29/01 e 02/02, dessa forma evidenciamos a normalização da situação relatada neste chamado.\r\n \r\nCAUSA: Normalizado sem intervenção.",FATURE - PORTAL,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270217,CABESP | Monitoramento Fature Premium_ Demonstrativos Não Processados,Incidente,CABESP,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,02/01/2021 10:33,02/02/2021 11:47,04/02/2021 10:33,0,3,DIAGNÓSTICO: Arquivos na pasta ERRO.\r\n \r\nAÇÃO: Arquivos reprocessdos com sucesso.\r\n \r\nCAUSA: Alteração de máquinas Altea01 para master (Altea02).,FATURE PREMIUM - DEMONSTRATIVOS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270261,TPA | Aplicação incorreta das regras 822 e 874,Incidente,TPA,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,02/01/2021 12:36,02/03/2021 10:02,04/02/2021 12:36,0,3,"DIAGNÓSTICO: Em contato com a equipe de monitoramento, recebemos a informação de que a Carga da operadora TPA não foi processada devido erro no Layout.\r\n \r\nAÇÃO: Não há ação por parte de Infra.\r\n \r\nCAUSA: Regra aplicada corretamente, pois não existem informações nas tabelas, devido ausência de proce",FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270264,BRADESCO | Autorize - Extrato de prestadores Fisio nova Rotina,Incidente,BRADESCO,Ocorrência,Falha Sistêmica,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,02/01/2021 13:02,02/04/2021 14:11,05/02/2021 10:35,0,3,DIAGNÓSTICO: Foi identificado em reunião Lean que a funcionalidade do produto está correta de acordo como foi implantado.\r\n \r\nAÇÃO: Não houve ação por parte de Infra. \r\nSugerimos abrir uma implementação na esteira de demandas vigente (Lean).\r\n \r\nCAUSA: Comportamento da solução.,AUTORIZE - ORIZON ONLINE,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270278,ERRO ELETRONICO SULAMERICA,Incidente,SULAMERICA,Ocorrência,Divergência de Funcionalidade,FATURE,BACKOFFICE PRESTADORES,Suporte Aplicação (Middleware),Fechado,02/01/2021 14:09,02/01/2021 15:04,04/02/2021 14:09,0,3,"DIAGNÓSTICO : Aplicação da regra 384.\r\n \r\nAÇÃO: Conforme análise, a numeração em questão apresenta inconsistência.\r\nPor favor acionar a área de operadoras para confirmar a numeração correta em carga.\r\n \r\n          <ans:dadosBeneficiario>\r\n            <ans:numeroCarteira>51588888470482700019</ans:num",FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270282,Re: não localiza lote- todas operadoras,Incidente,ORIZON,Ocorrência,Divergência de Funcionalidade,FATURE,BPO,Suporte Aplicação (Middleware),Fechado,02/01/2021 14:12,02/03/2021 08:13,04/02/2021 14:12,0,3,"DIAGNÓSTICO: O problema ocorre porque o site ao efetuar a pesquisa do lote, está alterando a data em questão no momento da pesquisa exemplo, se no combo está do dia 26/01/2021 à 02/02/2021, o sistema na verdade buscará pelas datas de 25/01 a 01/02 e, por isso os lotes enviados no dia não aparecem, c",FATURE - PORTAL,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270306,BRADESCO | Aplicação da regra 847 - Lorena #92213,Incidente,BRADESCO,Ocorrência,Divergência de Funcionalidade,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,02/01/2021 16:05,02/02/2021 13:56,04/02/2021 16:05,0,3,"DIAGNÓSTICO: Aplicação da regra 847.\r\n \r\nAÇÃO: Análise realizada e identificado que os beneficiários possuem transações nas datas informadas no faturamento, bem como saldo para cobrança.\r\nSugerimos o reenvio do arquivo pelo prestador. \r\n \r\nCAUSA: Atualização de informações no ambiente de validação.",FATURE - REGRAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270310,BRADESCO | Aplicação da regra 847 - Faturamento de fisioterapia não autorizado - Lorena #87477,Requisição de Serviço,BRADESCO,Solicitação de Informação,Dados de Tabelas,FATURE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,02/01/2021 16:11,02/02/2021 12:21,04/02/2021 16:11,0,3,Prestador não possui saldo para faturamento.\r\n \r\nprotocolo:\r\n75113431\r\n76800862,FATURE - REGRAS,TRATATIVA MIDDLEWARE,0
270313,CASSI - GUSTAVO - Negativa 1520 - Tipo guia não permite conclusão de Auditoria,Incidente,CASSI,Ocorrência,Divergência de Funcionalidade,AUTORIZE,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,02/01/2021 16:43,02/03/2021 15:18,12/03/2021 14:57,0,3,"DIAGNÓSTICO: Aplicação indevida da regra 1520 - Tipo de Guia não permite conclusão de auditoria.\r\n \r\nAÇÃO: Realizada alteração via banco, pois havia uma divergência entre a tabela e a numeração do CNPJ enviado na conclusão, também realizada correção para os casos em que as transações com anexos esta",AUTORIZE - NEGATIVAS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
270389,CABESP | Monitoramento Fature Premium_ Demonstrativos Indisponíveis,Incidente,CABESP,Ocorrência,Divergência de Funcionalidade,FATURE PREMIUM,PÓS-VENDA,Suporte Aplicação (Middleware),Fechado,02/02/2021 08:58,02/02/2021 11:48,05/02/2021 08:58,0,3,DIAGNÓSTICO: Arquivos na pasta ERRO.\r\n \r\nAÇÃO: Arquivos reprocessdos com sucesso.\r\n \r\nCAUSA: Alteração de máquinas Altea01 para master (Altea02).,FATURE PREMIUM - DEMONSTRATIVOS,INFORMAÇÕES/COMPREENSÃO DO PRODUTO,0
